0.000000000000000, 1, 1, 0
0.136383416666667, 1, 1, 1
0.170059083333333, 1, 1, 0
0.274986416666667, 1, 1, 1
0.303812166666667, 1, 1, 0
0.383119500000000, 1, 1, 1
0.425375500000000, 1, 1, 0
0.512550666666667, 1, 1, 1
0.553249166666667, 1, 1, 0
0.638568583333333, 1, 1, 1
0.690327666666667, 1, 1, 0
0.933287250000000, 1, 1, 1
0.960487583333333, 1, 1, 0
1.098734000000000, 1, 0, 0
1.099685750000000, 0, 0, 0
1.674967916666667, 0, 0, 1
1.719590666666667, 0, 0, 0
1.827782333333333, 0, 0, 1
1.873445583333333, 0, 0, 0
1.975766166666667, 0, 0, 1
2.018828250000000, 0, 0, 0
2.101635500000000, 0, 0, 1
2.143625583333333, 0, 0, 0
2.396440833333334, 0, 0, 1
2.455693000000000, 0, 0, 0
2.608700166666667, 0, 0, 1
2.647499083333333, 0, 0, 0
2.841464833333334, 0, 0, 1
2.881107666666667, 0, 0, 0
3.010870500000000, 0, 0, 1
3.061488416666667, 0, 0, 0
3.168613166666667, 0, 0, 1
3.230643916666667, 0, 0, 0
4.028166500000000, 0, 0, 1
4.033514916666667, 0, 0, 0
4.103642916666667, 1, 0, 0
4.128731666666667, 1, 0, 1
4.178689833333333, 1, 0, 0
4.337902833333334, 1, 0, 1
4.383210833333334, 1, 0, 0
4.539854416666667, 1, 0, 1
4.580182416666667, 1, 0, 0
4.695053083333334, 1, 0, 1
4.749661250000000, 1, 0, 0
4.862903166666667, 1, 0, 1
4.911433916666667, 1, 0, 0
5.622866750000000, 1, 0, 1
5.631547250000001, 1, 0, 0
6.173155083333334, 1, 0, 1
6.213051666666667, 1, 0, 0
6.386838500000001, 1, 1, 0
6.610384833333334, 1, 1, 1
6.685179166666667, 1, 1, 0
6.737014583333334, 1, 1, 1
6.773385083333333, 1, 1, 0
6.837558250000001, 1, 1, 1
6.872704250000001, 1, 1, 0
6.952268166666667, 1, 1, 1
6.977972083333333, 1, 1, 0
7.063565000000001, 1, 1, 1
7.091591416666667, 1, 1, 0
7.162748750000000, 1, 1, 1
7.209456750000000, 1, 1, 0
7.288683916666667, 1, 1, 1
7.331165333333334, 1, 1, 0
7.404672916666667, 1, 1, 1
7.450963750000001, 1, 1, 0
7.531064166666667, 1, 1, 1
7.568749250000001, 1, 1, 0
8.495113333333334, 1, 0, 0
8.496039833333334, 0, 0, 0
11.094903000000000, 0, 0, 1
11.109364416666667, 0, 0, 0
11.181527833333334, 0, 0, 1
11.220859750000001, 0, 0, 0
11.292310000000001, 0, 0, 1
11.333354666666667, 0, 0, 0
11.399236666666667, 0, 0, 1
11.444754083333335, 0, 0, 0
11.503190500000001, 1, 0, 0
11.522288166666668, 1, 0, 1
11.567317166666667, 1, 0, 0
11.648268416666667, 1, 0, 1
11.691381250000001, 1, 0, 0
11.773272916666667, 1, 0, 1
11.824963166666667, 1, 0, 0
11.896489000000001, 1, 0, 1
11.953285916666667, 1, 0, 0
12.560043500000001, 1, 0, 1
12.602109666666667, 1, 0, 0
12.949013083333334, 1, 0, 1
12.956638083333335, 1, 0, 0
13.097555916666668, 1, 0, 1
13.112965083333334, 1, 0, 0
13.199736666666668, 1, 0, 1
13.247519000000000, 1, 0, 0
13.337567250000001, 1, 0, 1
13.382951250000001, 1, 0, 0
13.464792500000001, 1, 0, 1
13.481562500000001, 1, 0, 0
13.506713416666667, 1, 0, 1
13.527242000000001, 1, 0, 0
13.606798083333334, 1, 0, 1
13.654967166666667, 1, 0, 0
13.733279583333335, 1, 0, 1
13.737060750000001, 1, 1, 1
13.788685333333333, 1, 1, 0
13.867485833333333, 1, 1, 1
13.883470916666667, 1, 1, 0
13.915416666666667, 1, 1, 1
13.944699333333334, 1, 1, 0
14.031146750000001, 1, 1, 1
14.084999333333334, 1, 1, 0
14.164464333333335, 1, 1, 1
14.214623333333334, 1, 1, 0
14.283687000000000, 1, 1, 1
14.339749000000001, 1, 1, 0
14.410546333333334, 1, 1, 1
14.470846166666668, 1, 1, 0
14.543842750000001, 1, 1, 1
14.595581500000002, 1, 1, 0
14.667967833333334, 1, 1, 1
14.715881083333334, 1, 1, 0
14.790066416666667, 1, 1, 1
14.845321166666668, 1, 1, 0
15.088478333333335, 1, 1, 1
15.121753000000002, 1, 1, 0
15.228632916666667, 1, 1, 1
15.282826666666667, 1, 1, 0
15.597229500000001, 1, 1, 1
15.620664083333335, 1, 1, 0
15.747693000000002, 1, 1, 1
15.794610166666669, 1, 1, 0
15.845959166666667, 1, 0, 0
15.846835166666668, 0, 0, 0
15.931461333333335, 0, 0, 1
15.973629000000001, 0, 0, 0
16.071454833333334, 0, 0, 1
16.126361333333335, 0, 0, 0
16.402502916666666, 0, 0, 1
16.460321416666666, 0, 0, 0
17.297609250000001, 0, 0, 1
17.306646166666667, 0, 0, 0
17.382818333333333, 0, 0, 1
17.437090416666667, 0, 0, 0
17.515630083333335, 0, 0, 1
17.574140000000000, 0, 0, 0
17.837220000000002, 0, 0, 1
17.876831166666669, 0, 0, 0
18.263045500000000, 0, 0, 1
18.282855583333333, 0, 0, 0
18.717799750000001, 0, 0, 1
18.732846500000001, 0, 0, 0
18.869468916666669, 1, 0, 0
18.874053166666666, 1, 0, 1
18.921378666666669, 1, 0, 0
19.332289333333335, 1, 0, 1
